-0.63323766,0.77395743,-0.39391953,0.9191449,0.50571984,0.8626978,0.92219394,0.38672766,-0.22282478,0.9748585,-0.15044238,0.9886188,0.20260634,0.97926027,0.02630657,0.99965394,0.058722008,0.9982744,0.28408858,0.95879805,0.03996789,-0.99920094,-0.34570488,-0.9383433,0.34893736,0.93714607,0.6726729,0.7399399,-0.44721392,-0.894427,-0.3807491,-0.9246784,0.59051,0.8070303,0.9486837,0.31622666,-0.52999896,-0.8479983,-0.47410035,-0.8804708
-0.57801723,0.81602454,-0.43627408,0.89981383,0.5472491,0.8369698,0.857493,0.5144956,-0.20507082,0.9787471,-0.13216372,0.9912279,0.09950372,0.9950372,0.20344628,-0.9790861,0.078191206,0.9969384,0.20952936,0.97780234,0,-1,0.09950282,-0.99503726,0.34174308,0.9397934,0.5339931,0.8454888,-0.28000015,-0.96,-0.3713902,-0.92847687,0.7404554,0.67210555,0,1,-0.42808694,-0.90373755,-0.13216327,-0.991228
-0.9743911,0.2248598,-0.6782806,0.73480296,0.32711074,0.94498605,0.8479982,0.5299991,-0.42579708,0.9048187,-0.019227091,0.99981517,0.03996779,0.99920094,0,-1,-0.10408264,0.99456865,0.1579904,0.98744065,-0.15923281,-0.9872411,-0.0948086,-0.9954955,0.30050597,0.95377994,-0.07124761,0.99745864,-0.4228856,-0.90618306,0.35112402,-0.93632895,0.70710677,0.70710677,-0.38461635,0.9230765,-0.5780177,-0.81602424,0.3939207,-0.91914445
-0.9946917,0.10289971,-0.74456936,0.6675451,0.3976077,0.9175555,0.87294334,0.48782158,-0.47222134,0.88148,0,1,0.07387122,0.9972678,0.047565136,-0.99886817,-0.1682963,0.9857364,0.2576624,0.96623504,-0.19611628,-0.9805806,-0.102899015,-0.9946918,0.25188237,0.9677579,0.062377755,0.9980526,-0.34425446,-0.9388764,-0.267644,-0.9635179,0.71407294,0.7000713,-0.13216376,0.99122787,-0.60000026,-0.79999983,-0.49613923,-0.868243
-0.99388367,0.11043206,-0.6925319,0.72138727,0.31622776,0.9486833,0.8360478,0.5486566,-0.430341,0.9026664,-0.02040386,0.9997918,0.038433023,0.9992612,-0.049937505,0.99875236,-0.16632526,0.98607093,0.3896401,0.9209672,-0.22026043,-0.9754411,-0.16439977,-0.9863938,0.26962978,0.96296406,0.14142169,0.98994946,-0.4594229,-0.8882176,-0.124035746,-0.99227774,0.6166617,0.7872282,0.24253562,0.9701425,-0.57801765,-0.8160243,-0.47885206,-0.8778956
-0.9916004,0.12933943,-0.6912226,0.7226419,0.24253531,0.9701426,-0.5665291,0.8240417,-0.3757052,0.9267392,-0.20600963,0.97854996,0.9701422,-0.24253689,0.3511243,-0.9363289,-0.19002183,0.9817799,0.28334624,0.9590177,-0.13216391,-0.99122787,-0.096324466,-0.99535,0.28603545,0.95821905,0.46788776,0.8837879,-0.35897893,-0.9333457,-0.06651921,-0.99778515,0.6401843,0.7682214,0.8944267,0.44721457,-0.49205735,-0.8705628,-0.16439898,-0.9863939
-0.9771764,0.21242945,-0.8232126,0.5677332,0.4920579,0.8705625,0.80640465,0.59136415,-0.387039,0.92206335,0.063700095,0.9979691,0.03701163,0.99931484,-0.0475651,0.99886817,-0.011627362,0.9999324,0,1,-0.17888533,-0.9838699,-0.090535566,-0.99589324,0.32711047,0.9449861,-0.4472136,0.8944272,-0.48564288,-0.8741573,-0.09950372,-0.9950372,0.6216576,0.78328913,-0.70710677,-0.70710677,-0.4613524,-0.887217,0.27472112,-0.96152395
-0.9771766,0.21242851,-0.85165775,0.52409834,0.4886035,0.87250596,0.84227145,0.5390537,-0.3995855,0.91669595,0.024383042,0.9997027,0.035691608,0.9993628,-0.025632663,-0.9996714,-0.051214624,0.9986877,0.062378366,0.9980526,-0.234641,-0.9720821,-0.19611497,-0.9805809,0.29982674,0.9539937,0,0,-0.60000026,-0.7999998,0,-1,0.6263912,0.7795089,-0.70710677,-0.70710677,-0.110431775,-0.9938837,-0.49613798,-0.8682437
-1,0,-0.8411784,0.5407577,0.3473144,0.93774873,0.8320505,0.5546999,-0.47709188,0.87885344,0.038433265,0.99926114,0.07974468,0.9968153,0,1,-0.17134123,0.98521173,0.21693063,0.97618705,-0.22026071,-0.97544104,-0.11043101,-0.9938838,0.28216648,0.9593655,-0.19612014,0.98057985,-0.4762836,-0.8792917,-0.16439898,-0.9863939,0.61964434,0.7848827,-0.70710677,0.70710677,-0.4788526,-0.8778953,-0.5881713,-0.8087364
-0.9771762,0.21243058,-0.83604777,0.54865664,0.47222176,0.8814798,0.8700221,0.49301267,-0.4112888,0.9115051,0.03843322,0.9992612,0.11462388,0.993409,-0.12403462,0.9922779,-0.08112707,0.99670374,0.16439898,0.9863939,-0.22903916,-0.9734172,-0.14142136,-0.98994946,0.27953312,0.96013606,-0.5547016,0.83204937,-0.42111096,-0.9070091,0,-1,0.5960998,0.8029104,-0.799996,-0.6000053,-0.41665527,-0.90906453,0,-1
